racename,precinctname,Choice,Election Day,"Vote
By
Mail",Early Votes,Provisional,Total Votes,Percentage
Representative in Congress District 23,M024,Don Endriss (NPA),0,0,0,0,0,0.00%
Representative in Congress District 23,M024,"Timothy A. ""Tim"" Canova (NPA)",0,0,0,0,0,0.00%
Representative in Congress District 23,M025,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,765,39.07%
Representative in Congress District 23,M025,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,072",54.75%
Representative in Congress District 23,M025,Don Endriss (NPA),-,-,-,-,12,0.61%
Representative in Congress District 23,M025,"Timothy A. ""Tim"" Canova (NPA)",36,32,41,0,109,5.57%
Representative in Congress District 23,M027,"Joseph ""Joe"" Kaufman (REP)",63,36,79,0,178,29.52%
Representative in Congress District 23,M027,Debbie Wasserman Schultz (DEM),107,91,197,0,395,65.51%
Representative in Congress District 23,M027,Don Endriss (NPA),-,-,-,-,2,0.33%
Representative in Congress District 23,M027,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,28,4.64%
Representative in Congress District 23,M029,"Joseph ""Joe"" Kaufman (REP)",115,69,203,0,387,35.25%
Representative in Congress District 23,M029,Debbie Wasserman Schultz (DEM),156,186,297,0,639,58.20%
Representative in Congress District 23,M029,Don Endriss (NPA),-,-,-,-,3,0.27%
Representative in Congress District 23,M029,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,69,6.28%
Representative in Congress District 23,M030,"Joseph ""Joe"" Kaufman (REP)",261,178,295,0,734,31.72%
Representative in Congress District 23,M030,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,468",63.44%
Representative in Congress District 23,M030,Don Endriss (NPA),-,-,-,-,7,0.30%
Representative in Congress District 23,M030,"Timothy A. ""Tim"" Canova (NPA)",33,23,49,0,105,4.54%
Representative in Congress District 23,N001,"Joseph ""Joe"" Kaufman (REP)",47,32,43,0,122,10.30%
Representative in Congress District 23,N001,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,030",86.92%
Representative in Congress District 23,N001,Don Endriss (NPA),-,-,-,-,4,0.34%
Representative in Congress District 23,N001,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,29,2.45%
Representative in Congress District 23,N002,"Joseph ""Joe"" Kaufman (REP)",37,42,31,0,110,8.98%
Representative in Congress District 23,N002,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,086",88.65%
Representative in Congress District 23,N002,Don Endriss (NPA),-,-,-,-,6,0.49%
Representative in Congress District 23,N002,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,23,1.88%
Representative in Congress District 23,N003,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,285,38.15%
Representative in Congress District 23,N003,Debbie Wasserman Schultz (DEM),-,-,-,-,418,55.96%
Representative in Congress District 23,N003,Don Endriss (NPA),-,-,-,-,5,0.67%
Representative in Congress District 23,N003,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,39,5.22%
Representative in Congress District 23,N004,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,581,34.77%
Representative in Congress District 23,N004,Debbie Wasserman Schultz (DEM),-,-,-,-,984,58.89%
Representative in Congress District 23,N004,Don Endriss (NPA),-,-,-,-,13,0.78%
Representative in Congress District 23,N004,"Timothy A. ""Tim"" Canova (NPA)",21,26,46,0,93,5.57%
Representative in Congress District 23,N005,"Joseph ""Joe"" Kaufman (REP)",70,40,51,0,161,34.92%
Representative in Congress District 23,N005,Debbie Wasserman Schultz (DEM),-,-,-,-,273,59.22%
Representative in Congress District 23,N005,Don Endriss (NPA),-,-,-,-,4,0.87%
Representative in Congress District 23,N005,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,23,4.99%
Representative in Congress District 23,N006,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,729,52.67%
Representative in Congress District 23,N006,Debbie Wasserman Schultz (DEM),189,177,210,0,576,41.62%
Representative in Congress District 23,N006,Don Endriss (NPA),-,-,-,-,10,0.72%
Representative in Congress District 23,N006,"Timothy A. ""Tim"" Canova (NPA)",22,23,24,0,69,4.99%
Representative in Congress District 23,N007,"Joseph ""Joe"" Kaufman (REP)",209,119,156,0,484,40.98%
Representative in Congress District 23,N007,Debbie Wasserman Schultz (DEM),179,166,283,0,628,53.18%
Representative in Congress District 23,N007,Don Endriss (NPA),-,-,-,-,8,0.68%
Representative in Congress District 23,N007,"Timothy A. ""Tim"" Canova (NPA)",21,17,23,0,61,5.17%
Representative in Congress District 23,N008,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,701,35.37%
Representative in Congress District 23,N008,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,143",57.67%
Representative in Congress District 23,N008,Don Endriss (NPA),-,-,-,-,15,0.76%
Representative in Congress District 23,N008,"Timothy A. ""Tim"" Canova (NPA)",47,44,32,0,123,6.21%
Representative in Congress District 23,N009,"Joseph ""Joe"" Kaufman (REP)",69,58,86,0,213,27.13%
Representative in Congress District 23,N009,Debbie Wasserman Schultz (DEM),105,173,244,0,522,66.50%
Representative in Congress District 23,N009,Don Endriss (NPA),-,-,-,-,5,0.64%
Representative in Congress District 23,N009,"Timothy A. ""Tim"" Canova (NPA)",15,14,16,0,45,5.73%
Representative in Congress District 23,N010,"Joseph ""Joe"" Kaufman (REP)",174,112,142,0,428,39.12%
Representative in Congress District 23,N010,Debbie Wasserman Schultz (DEM),-,-,-,-,602,55.03%
Representative in Congress District 23,N010,Don Endriss (NPA),-,-,-,-,4,0.37%
Representative in Congress District 23,N010,"Timothy A. ""Tim"" Canova (NPA)",22,14,24,0,60,5.48%
Representative in Congress District 23,N011,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,501,49.07%
Representative in Congress District 23,N011,Debbie Wasserman Schultz (DEM),-,-,-,-,459,44.96%
Representative in Congress District 23,N011,Don Endriss (NPA),-,-,-,-,7,0.69%
Representative in Congress District 23,N011,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,54,5.29%
Representative in Congress District 23,N012,"Joseph ""Joe"" Kaufman (REP)",134,63,106,0,303,28.56%
Representative in Congress District 23,N012,Debbie Wasserman Schultz (DEM),-,-,-,-,702,66.16%
Representative in Congress District 23,N012,Don Endriss (NPA),-,-,-,-,6,0.57%
Representative in Congress District 23,N012,"Timothy A. ""Tim"" Canova (NPA)",18,13,19,0,50,4.71%
Representative in Congress District 23,N013,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,297,32.07%
Representative in Congress District 23,N013,Debbie Wasserman Schultz (DEM),137,163,279,0,579,62.53%
Representative in Congress District 23,N013,Don Endriss (NPA),-,-,-,-,6,0.65%
Representative in Congress District 23,N013,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,44,4.75%
Representative in Congress District 23,N014,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,337,22.30%
Representative in Congress District 23,N014,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,113",73.66%
Representative in Congress District 23,N014,Don Endriss (NPA),-,-,-,-,12,0.79%
Representative in Congress District 23,N014,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,49,3.24%
Representative in Congress District 23,N015,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,831,33.20%
Representative in Congress District 23,N015,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,561",62.37%
Representative in Congress District 23,N015,Don Endriss (NPA),-,-,-,-,13,0.52%
Representative in Congress District 23,N015,"Timothy A. ""Tim"" Canova (NPA)",28,41,29,0,98,3.92%
Representative in Congress District 23,N016,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,525,44.83%
Representative in Congress District 23,N016,Debbie Wasserman Schultz (DEM),190,179,215,0,584,49.87%
Representative in Congress District 23,N016,Don Endriss (NPA),-,-,-,-,6,0.51%
Representative in Congress District 23,N016,"Timothy A. ""Tim"" Canova (NPA)",21,20,15,0,56,4.78%
Representative in Congress District 23,N017,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,338,29.19%
Representative in Congress District 23,N017,Debbie Wasserman Schultz (DEM),-,-,-,-,743,64.16%
Representative in Congress District 23,N017,Don Endriss (NPA),-,-,-,-,11,0.95%
Representative in Congress District 23,N017,"Timothy A. ""Tim"" Canova (NPA)",20,19,27,0,66,5.70%
Representative in Congress District 23,N018,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,415,29.16%
Representative in Congress District 23,N018,Debbie Wasserman Schultz (DEM),-,-,-,-,921,64.72%
Representative in Congress District 23,N018,Don Endriss (NPA),-,-,-,-,10,0.70%
Representative in Congress District 23,N018,"Timothy A. ""Tim"" Canova (NPA)",17,23,37,0,77,5.41%
Representative in Congress District 23,N019,"Joseph ""Joe"" Kaufman (REP)",94,80,98,0,272,32.08%
Representative in Congress District 23,N019,Debbie Wasserman Schultz (DEM),-,-,-,-,524,61.79%
Representative in Congress District 23,N019,Don Endriss (NPA),-,-,-,-,2,0.24%
Representative in Congress District 23,N019,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,50,5.90%
Representative in Congress District 23,N020,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,570,41.88%
Representative in Congress District 23,N020,Debbie Wasserman Schultz (DEM),230,199,292,0,721,52.98%
Representative in Congress District 23,N020,Don Endriss (NPA),-,-,-,-,9,0.66%
Representative in Congress District 23,N020,"Timothy A. ""Tim"" Canova (NPA)",21,11,29,0,61,4.48%
Representative in Congress District 23,N021,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,545,45.80%
Representative in Congress District 23,N021,Debbie Wasserman Schultz (DEM),94,249,248,0,591,49.66%
Representative in Congress District 23,N021,Don Endriss (NPA),-,-,-,-,5,0.42%
Representative in Congress District 23,N021,"Timothy A. ""Tim"" Canova (NPA)",17,16,16,0,49,4.12%
Representative in Congress District 23,N022,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,799,33.24%
Representative in Congress District 23,N022,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,438",59.82%
Representative in Congress District 23,N022,Don Endriss (NPA),-,-,-,-,19,0.79%
Representative in Congress District 23,N022,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,148,6.16%
Representative in Congress District 23,N023,"Joseph ""Joe"" Kaufman (REP)",184,160,237,0,581,34.62%
Representative in Congress District 23,N023,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,000",59.59%
Representative in Congress District 23,N023,Don Endriss (NPA),-,-,-,-,11,0.66%
Representative in Congress District 23,N023,"Timothy A. ""Tim"" Canova (NPA)",23,27,36,0,86,5.13%
Representative in Congress District 23,N024,"Joseph ""Joe"" Kaufman (REP)",173,144,190,0,507,37.03%
Representative in Congress District 23,N024,Debbie Wasserman Schultz (DEM),-,-,-,-,789,57.63%
Representative in Congress District 23,N024,Don Endriss (NPA),-,-,-,-,1,0.07%
Representative in Congress District 23,N024,"Timothy A. ""Tim"" Canova (NPA)",14,20,38,0,72,5.26%
Representative in Congress District 23,N025,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,715,33.19%
Representative in Congress District 23,N025,Debbie Wasserman Schultz (DEM),394,371,569,0,"1,334",61.93%
Representative in Congress District 23,N025,Don Endriss (NPA),-,-,-,-,10,0.46%
Representative in Congress District 23,N025,"Timothy A. ""Tim"" Canova (NPA)",36,29,30,0,95,4.41%
Representative in Congress District 23,N026,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,362,26.21%
Representative in Congress District 23,N026,Debbie Wasserman Schultz (DEM),-,-,-,-,926,67.05%
Representative in Congress District 23,N026,Don Endriss (NPA),-,-,-,-,6,0.43%
Representative in Congress District 23,N026,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,87,6.30%
Representative in Congress District 23,N027,"Joseph ""Joe"" Kaufman (REP)",74,53,55,0,182,50.00%
Representative in Congress District 23,N027,Debbie Wasserman Schultz (DEM),29,57,79,0,165,45.33%
Representative in Congress District 23,N027,Don Endriss (NPA),-,-,-,-,1,0.27%
Representative in Congress District 23,N027,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,16,4.40%
Representative in Congress District 23,N028,"Joseph ""Joe"" Kaufman (REP)",271,99,157,0,527,44.06%
Representative in Congress District 23,N028,Debbie Wasserman Schultz (DEM),-,-,-,-,599,50.08%
Representative in Congress District 23,N028,Don Endriss (NPA),-,-,-,-,12,1.00%
Representative in Congress District 23,N028,"Timothy A. ""Tim"" Canova (NPA)",24,15,19,0,58,4.85%
Representative in Congress District 23,N029,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,660,35.79%
Representative in Congress District 23,N029,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,044",56.62%
Representative in Congress District 23,N029,Don Endriss (NPA),-,-,-,-,16,0.87%
Representative in Congress District 23,N029,"Timothy A. ""Tim"" Canova (NPA)",44,30,50,0,124,6.72%
Representative in Congress District 23,Q060,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,907,35.39%
Representative in Congress District 23,Q060,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,526",59.54%
Representative in Congress District 23,Q060,Don Endriss (NPA),-,-,-,-,12,0.47%
Representative in Congress District 23,Q060,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,118,4.60%
Representative in Congress District 23,Q061,"Joseph ""Joe"" Kaufman (REP)",372,259,458,0,"1,089",38.78%
Representative in Congress District 23,Q061,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,557",55.45%
Representative in Congress District 23,Q061,Don Endriss (NPA),-,-,-,-,11,0.39%
Representative in Congress District 23,Q061,"Timothy A. ""Tim"" Canova (NPA)",46,46,59,0,151,5.38%
Representative in Congress District 23,Q062,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,533,29.50%
Representative in Congress District 23,Q062,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,183",65.47%
Representative in Congress District 23,Q062,Don Endriss (NPA),-,-,-,-,11,0.61%
Representative in Congress District 23,Q062,"Timothy A. ""Tim"" Canova (NPA)",29,16,35,0,80,4.43%
Representative in Congress District 23,Q063,"Joseph ""Joe"" Kaufman (REP)",138,69,151,0,358,40.22%
Representative in Congress District 23,Q063,Debbie Wasserman Schultz (DEM),-,-,-,-,481,54.04%
Representative in Congress District 23,Q063,Don Endriss (NPA),-,-,-,-,5,0.56%
Representative in Congress District 23,Q063,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,46,5.17%
Representative in Congress District 23,Q064,"Joseph ""Joe"" Kaufman (REP)",135,113,189,0,437,34.49%
Representative in Congress District 23,Q064,Debbie Wasserman Schultz (DEM),-,-,-,-,766,60.46%
Representative in Congress District 23,Q064,Don Endriss (NPA),-,-,-,-,5,0.39%
Representative in Congress District 23,Q064,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,59,4.66%
Representative in Congress District 23,Q065,"Joseph ""Joe"" Kaufman (REP)",346,259,577,0,"1,182",33.35%
Representative in Congress District 23,Q065,Debbie Wasserman Schultz (DEM),-,-,-,-,"2,176",61.40%
Representative in Congress District 23,Q065,Don Endriss (NPA),-,-,-,-,18,0.51%
Representative in Congress District 23,Q065,"Timothy A. ""Tim"" Canova (NPA)",41,39,88,0,168,4.74%
Representative in Congress District 23,Q066,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,675,48.95%
Representative in Congress District 23,Q066,Debbie Wasserman Schultz (DEM),122,193,331,0,646,46.85%
Representative in Congress District 23,Q066,Don Endriss (NPA),-,-,-,-,4,0.29%
Representative in Congress District 23,Q066,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,54,3.92%
Representative in Congress District 23,Q067,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,659,39.25%
Representative in Congress District 23,Q067,Debbie Wasserman Schultz (DEM),-,-,-,-,941,56.05%
Representative in Congress District 23,Q067,Don Endriss (NPA),-,-,-,-,9,0.54%
Representative in Congress District 23,Q067,"Timothy A. ""Tim"" Canova (NPA)",12,23,35,0,70,4.17%
Representative in Congress District 23,Q068,"Joseph ""Joe"" Kaufman (REP)",144,197,284,0,625,38.46%
Representative in Congress District 23,Q068,Debbie Wasserman Schultz (DEM),-,-,-,-,913,56.18%
Representative in Congress District 23,Q068,Don Endriss (NPA),-,-,-,-,7,0.43%
Representative in Congress District 23,Q068,"Timothy A. ""Tim"" Canova (NPA)",27,17,36,0,80,4.92%
Representative in Congress District 23,Q069,"Joseph ""Joe"" Kaufman (REP)",120,82,186,0,388,33.13%
Representative in Congress District 23,Q069,Debbie Wasserman Schultz (DEM),143,134,446,0,723,61.74%
Representative in Congress District 23,Q069,Don Endriss (NPA),-,-,-,-,6,0.51%
Representative in Congress District 23,Q069,"Timothy A. ""Tim"" Canova (NPA)",18,19,17,0,54,4.61%
Representative in Congress District 23,Q070,"Joseph ""Joe"" Kaufman (REP)",183,161,410,0,754,31.63%
Representative in Congress District 23,Q070,Debbie Wasserman Schultz (DEM),-,-,-,-,"1,490",62.50%
Representative in Congress District 23,Q070,Don Endriss (NPA),-,-,-,-,12,0.50%
Representative in Congress District 23,Q070,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,128,5.37%
Representative in Congress District 23,Q071,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,737,40.65%
Representative in Congress District 23,Q071,Debbie Wasserman Schultz (DEM),231,238,497,0,966,53.28%
Representative in Congress District 23,Q071,Don Endriss (NPA),-,-,-,-,9,0.50%
Representative in Congress District 23,Q071,"Timothy A. ""Tim"" Canova (NPA)",23,27,51,0,101,5.57%
Representative in Congress District 23,Q072,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,588,38.86%
Representative in Congress District 23,Q072,Debbie Wasserman Schultz (DEM),207,194,449,0,850,56.18%
Representative in Congress District 23,Q072,Don Endriss (NPA),-,-,-,-,9,0.59%
Representative in Congress District 23,Q072,"Timothy A. ""Tim"" Canova (NPA)",17,18,31,0,66,4.36%
Representative in Congress District 23,Q090,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,541,55.49%
Representative in Congress District 23,Q090,Debbie Wasserman Schultz (DEM),126,130,135,0,391,40.10%
Representative in Congress District 23,Q090,Don Endriss (NPA),-,-,-,-,7,0.72%
Representative in Congress District 23,Q090,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,36,3.69%
Representative in Congress District 23,Q091,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,"1,575",62.06%
Representative in Congress District 23,Q091,Debbie Wasserman Schultz (DEM),-,-,-,-,855,33.69%
Representative in Congress District 23,Q091,Don Endriss (NPA),-,-,-,-,14,0.55%
Representative in Congress District 23,Q091,"Timothy A. ""Tim"" Canova (NPA)",35,23,36,0,94,3.70%
Representative in Congress District 23,R063,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,9,7.63%
Representative in Congress District 23,R063,Debbie Wasserman Schultz (DEM),43,17,45,0,105,88.98%
Representative in Congress District 23,R063,Don Endriss (NPA),0,0,0,0,0,0.00%
Representative in Congress District 23,R063,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,4,3.39%
Representative in Congress District 23,R065,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,10,62.50%
Representative in Congress District 23,R065,Debbie Wasserman Schultz (DEM),-,-,-,-,6,37.50%
Representative in Congress District 23,R065,Don Endriss (NPA),0,0,0,0,0,0.00%
Representative in Congress District 23,R065,"Timothy A. ""Tim"" Canova (NPA)",0,0,0,0,0,0.00%
Representative in Congress District 23,S001,"Joseph ""Joe"" Kaufman (REP)",99,29,52,0,180,16.39%
Representative in Congress District 23,S001,Debbie Wasserman Schultz (DEM),-,-,-,-,838,76.32%
Representative in Congress District 23,S001,Don Endriss (NPA),-,-,-,-,9,0.82%
Representative in Congress District 23,S001,"Timothy A. ""Tim"" Canova (NPA)",39,10,22,0,71,6.47%
Representative in Congress District 23,S002,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,42,4.94%
Representative in Congress District 23,S002,Debbie Wasserman Schultz (DEM),-,-,-,-,786,92.36%
Representative in Congress District 23,S002,Don Endriss (NPA),-,-,-,-,2,0.24%
Representative in Congress District 23,S002,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,21,2.47%
Representative in Congress District 23,S003,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,478,32.61%
Representative in Congress District 23,S003,Debbie Wasserman Schultz (DEM),-,-,-,-,858,58.53%
Representative in Congress District 23,S003,Don Endriss (NPA),-,-,-,-,16,1.09%
Representative in Congress District 23,S003,"Timothy A. ""Tim"" Canova (NPA)",50,26,38,0,114,7.78%
Representative in Congress District 23,S004,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,638,38.09%
Representative in Congress District 23,S004,Debbie Wasserman Schultz (DEM),-,-,-,-,887,52.96%
Representative in Congress District 23,S004,Don Endriss (NPA),-,-,-,-,16,0.96%
Representative in Congress District 23,S004,"Timothy A. ""Tim"" Canova (NPA)",-,-,-,-,134,8.00%
Representative in Congress District 23,S005,"Joseph ""Joe"" Kaufman (REP)",-,-,-,-,402,42.63%
Representative in Congress District 23,S005,Debbie Wasserman Schultz (DEM),-,-,-,-,465,49.31%
Representative in Congress District 23,S005,Don Endriss (NPA),-,-,-,-,12,1.27%
Representative in Congress District 23,S005,"Timothy A. ""Tim"" Canova (NPA)",16,25,23,0,64,6.79%
Representative in Congress District 23,S006,"Joseph ""Joe"" Kaufman (REP)",122,47,64,0,233,33.14%
